@relation testing

@attribute User string
@attribute Text string
@attribute Sentiment {positive,negative,neutral}

@data
'SalvoMely','@VirusRai2 SOLE24ORE predecessori Marino incremento debito oltre 400mila GIORNO Marino 11milioni ',?
'marytmar','RT @welikechopin sposati oggi Marino hanno venti giorni ripensarci #gazebo #socialtopten ',?
'VirusRai2','@SanTenChan commenta dimissioni #marino tweet sar letto diretta visibile qui ',?
'poke_dem','Marino lascia  guerra Pd Sogna correre ancora sindaco ',?
'giangy1976','RT @gugo76 @welikechopin mavete preso coglione No sei eroe #marino #lallenatorenelpallone ',?
'yrizaqoS','RT @mipiaceBarca Intervista radiofonica Radio1 @fabriziobarca caso Marino Pd romano ',?
'laltraguanciama','RT @GiuliaDiVita Ora Pd ha fatto dimettere Marino fa gioco mafia via @HuffPostItalia ',?
'RTaverBella','RT @tranellio Caso #Marino sintesi siccome altri hanno rubato molto pi Lui  ingiustizia sia costretto dimissioni ',?
'fedquattrocchi','RT @PatriziaRametta RENZI PUOSPENDERE 600MILA PROVINCIA EURO PRANZI CHIEDERE MARINO DIMETTERSI 20MILA ',?
'LUDOVICOTODINI','Ora ripensa TGCOM24 Roma Renzi primarie post Marino Sabella commissario Ok scelgo io ',?
'simonedemi',' piaciuto video @YouTube 13 Rallylegend San Marino 2015 ShowCrash &Pure Sound ',?
'daffy6561','RT @lercionotizie +++ #Carminati accusa #Marino  stato cecamme n occhio +++ @ESettembrini ',?
'rosalbacarbutti','RT @welikechopin sposati oggi Marino hanno venti giorni ripensarci #gazebo #socialtopten ',?
'zazoomblog','#Renzi Rottura Marino Pd  rotto rapporto Marino citt #Renzi  ',?
'poke_dem','Roma luned dimissioni irrevocabili Marino ',?
'donatellabrusch','RT @carmentpf Difendere #Marino  impossibile maxch #Renzi caccia tt altri indagati condannati partitomagari se ',?
'peppemongiardo','solo #Marino  #Renzi  ristoratore fiorentino Era sempre qui fatturavo Comune  Ilfattoquotidianoit ',?
'SalvoMely','@VirusRai2 Linea PD Presunzione innocenza fino sentenza definitiva Marino richiesta dimissioni prima pronuncia procura ',?
'ottimistasemper','RT @cocchi2a Altro meriti Cos mentono fans Marino #M5S ',?
'PierfrancoMonni','RT @PediciniM5S perdere 4 consiglieri comunali #m5s #Roma hanno beccato #Marino mani marmellata ',?
'armandopiu','lannuncio ufficiale dimissioni #marino atteso elicottero lancer buoni mensa #virusrai2 ',?
'Mary73Angel','RT @ArsenaleKappa Dimissioni #Marino Orfini Non dica ora torna mafia Vuole fargli sorpresa [@MarcoCamillieri] ',?
'1001ptsIT','FOCUS ultimi venti giorni Marino via lavori Giubileo ',?
'armandopiu','RT @Soppressatira Fossi #Marino adesso dieci domande #Repubblica farei {@enzofilia} #virusrai2 ',?
'lalitapetila','RT @kalyaMail @panibbi @avvocato2punto0 #Marino dacce na mano mann #renzi quer paese #maipipd #PDelinquenti #vergogna #renziacasa # ',?
'CiroSayan94',' piaciuto video @YouTube Sagra delluva Marino (Roma)  4 ottobre 2015 ',?
'mafiacapitale','@pokedem popolo Marino Resisti mafia capitale vedremo belle ',?
'PierfrancoMonni','RT @GiuliaDiVita fanno giustamente notare fino quando chiedevamo dimissioni Marino @orfini era linea mafia ',?
'johnpaltan','RT @SanTenChan #BreakingNews  #ultimi #sviluppi #MafiaCapitale #M5S chiede #dimissioni #sindaco #Marino #Roma ',?
'barone_luciano','bello vedere piu faccia quel pesce lesso marino ',?
'serfrendz','RT @ivanscalfarotto proposito Roma sono preso alcuni giorni commentare vicenda Ignazio Marino Avevo gi scritt ',?
'figliolaraf45','RT @gasparripdl Roma Marino incontra sostenitori mi avete fatto piangere  HA FATTO PIANGERE TUTTA ROMA INCAPACE TOTALE ',?
'a1b2cdgdg','RT @SanTenChan #BreakingNews  #ultimi #sviluppi #MafiaCapitale #M5S chiede #dimissioni #sindaco #Marino #Roma ',?
'GargiuloSara','Roma Marino abbatte Renzi Numeri impietosi Pd ',?
'sabrinaganzenua','RT @Kotiomkin #FlaviaVento pensa candidarsi dopo dimissioni #Marino  notizia  prime tre parole ',?
'laltraguanciama','RT @ultimenotizie #Marino pronto candidarsi sinistra #Pd mossa potrebbe significare sconfitta quasi certa ',?
'ilu_iciao','RT @welikechopin sposati oggi Marino hanno venti giorni ripensarci #gazebo #socialtopten ',?
'renzocrosa','RT @Kotiomkin #FlaviaVento pensa candidarsi dopo dimissioni #Marino  notizia  prime tre parole [Diletta Mezzina] ',?
'sherlock5stelle','RT @tranellio Caso #Marino sintesi siccome altri hanno rubato molto pi Lui  ingiustizia sia costretto dimissioni ',?
'pinopinollo','RT @tranellio Caso #Marino sintesi siccome altri hanno rubato molto pi Lui  ingiustizia sia costretto dimissioni ',?
'bertrada','par capire romani vogliono #Marino vuole #Vaticano #Renzi vuole perch vuole Vaticano ',?
'1306lou','RT @welikechopin sposati oggi Marino hanno venti giorni ripensarci #gazebo #socialtopten ',?
'mauriziomauri89','#Marino ha solo ostacolato interessi #MafiaCapitale ha osato strafarea #Chiesa #unionicivili nonostante fede ',?
'RoStangoni','RT @Brunoinimer strenuo moralizzatore Marino impara spese c sempre puro pi puro epura  ',?
'jujudutra2','RT @SanTenChan #BreakingNews  #ultimi #sviluppi #MafiaCapitale #M5S chiede #dimissioni #sindaco #Marino #Roma ',?
'susy_ott','RT @lddio Senti po Gramazio intenzioni channo #Marino fossero abbastanza seri dovrebbero fallo casc ',?
'VirusRai2','@crisquill commenta dimissioni #marino tweet sar letto diretta visibile qui ',?
'VirusRai2','@dellimellow commenta dimissioni #marino tweet sar letto diretta visibile qui ',?
'VirusRai2','@matteosalvinimi commenta dimissioni #marino tweet sar letto diretta visibile qui ',?
'VirusRai2','@leggoit commenta dimissioni #marino tweet sar letto diretta visibile qui ',?
'laltraguanciama','RT @kalyaMail @panibbi @avvocato2punto0 #Marino dacce na mano mann #renzi quer paese #maipipd #PDelinquenti #vergogna #renziacasa # ',?
'BuzzLogger','ImprotaMarino addio amaro Lui va ',?
'ClauStrin','RT @antoniobordin #Renzi mangiava sempre qui mandavo fattura Comune Altro #Marino  @matteorenzi re abbuffini ht ',?
'VPunzo','@BelpietroTweet doveva andare molto tempo primaMarino sei migliore ',?
'VirusRai2','@PIPPOLORUSSO commenta dimissioni #marino tweet sar letto diretta visibile qui ',?
'1001ptsIT','SONDAGGI  Marino manda picco Pd M5S primo partito capitale la ',?
'mafiacapitale','@luciafor @mafiacapitale @1001ptsIT guardatelo sembra @meb FACCE dangelo HAN FATTO FUORI MARINO x restare ',?
'mcuart','RT @romagiornale #Roma @paolovoltaggio Dopo #Marino serve reset politico amministrativo   @cduitalia ',?
'djpolin','14 ottobre Mercoledi VISION CLUB LatinEvolution San Marino #grancaribestaff #marcosmejia #jorgeherrera ',?
'FulvioAch','@VirusRai2 #marino Elezioni Vinci gratta #suppostafilosofia ',?
'ANTIPOLLITICA','RT @VirusRai2 @ANTIPOLLITICA commenta dimissioni #marino tweet sar letto diretta visibile qui ',?
'ANTIPOLLITICA','@VirusRai2 #Marinomai avrei immaginato #Sindaco potessero ricordare scontrini #PedonalizzazionedeiFori ( ',?
'lhwotton85','RT @ArsenaleKappa Nellintervista prepartita Capitano Norvegia ha tenuto ricordare cena base salmone offerta Marin ',?
'GiuseppeMELE','gi Marino ora tocca sponsor Scalfarotto ',?
'ANTIPOLLITICA','@VirusRai2 #Marinose #Sindaco perde fiducia citt inutile arrampichi specchi giustificarsi#Restanoscontrini ',?
'VirusRai2','@VESEVIU commenta dimissioni #marino tweet sar letto diretta visibile qui ',?
'VirusRai2','@passionescatto commenta dimissioni #marino tweet sar letto diretta visibile qui ',?
'VirusRai2','@officialsassano commenta dimissioni #marino tweet sar letto diretta visibile qui ',?
'jakubjz420','Ponte Milvio allEur dimissioni Marino lasciano Roma caos via @linkiesta ',?
'FabbriRosa','RT @marcotravaglio #Renzi Reticente Consiglio editoriale oggi @fattoquotidiano #Marino @il ',?
'ANTIPOLLITICA','@VirusRai2 #Marino predecessori hanno sempre salvato faccia perch avevano spessore acume politicoa sconosciuto( ',?
'ANTIPOLLITICA','@VirusRai2 #Marino ha fatto #Sindaco dovrebbe mai farescaricare colpe propria incapacit altri ( ',?
'romagiornale','#Roma @paolovoltaggio Dopo #Marino serve reset politico amministrativo   @cduitalia ',?
'ANTIPOLLITICA','@VirusRai2 #Marino ammesso sia stato vittima macchinazioni pollitichedi ha messo superficialit senza eguali ( ',?
'Empedocleagrig1','RT @ultimenotizie  vero #Marino ex sindaco #Roma era stato invitato Philadelphia lettera dellarcivescovo ',?
'tglrsr','RT @ultimenotizie  vero #Marino ex sindaco #Roma era stato invitato Philadelphia lettera dellarcivescovo ',?
'LidiaBeduschi','Crozza Marino E dottor House bastone glielhanno messo mano via @fattoquotidiano ',?
'ANTIPOLLITICA','@VirusRai2 #Marino hadimostrato profonda incapacit gestire problematiche sono presentate davanti#Dimissioninevitabili ',?
'MariannaOldani','RT @defilippim RT vuoi sindaco Roma posto Marino ',?
'FabiaSW','@VirusRai2 lunica cosa chiara sembra essere c nulla chiaro #marino ',?
'NotizieVirali','#Perch  dimesso #Marino cosa succede ora #Roma #OTRABirmingham3 ',?
'valtaro','#La scheda Vicsia Portel rimborsi spese Marino #DiMarted CondividiClicca inviare  ',?
'AnitaTemperini','RT @VauroSenesi #Roma #Vaticano Serve scossa #Buongiorno cari ecco vignetta oggi #inedicola @FattoQuotidiano #Marino ',?
'markgrika','@VirusRai2 #Marino bambino mette regole perch pallone  suoviene lasciato solo sempre@lOmbradiDAlema c comunque ',?
'discordoconme','@FuoriTesta1 @DanielaPF75 @ilConte78 >liberissimo farlo eh Per guarda po Renzi so contesta presenzialismo Marino le> ',?
'lucia_for','@mafiacapitale @1001ptsIT guardatelo sembra @meb FACCE dangelo HAN FATTO FUORI MARINO x restare mAFIA CAPITALE schifo ',?
'markgrika','RT @VirusRai2 @markgrika commenta dimissioni #marino tweet sar letto diretta visibile qui ',?
'dxmariella','RT @anziato Ah ecco  colpa @AlemannoTW pareva nessuno dicesse stasera Rutelli No Veltroni No Marino No Alemann ',?
'AndreaAndregard','RT @celoren45 MARINO  DIMESSOTORNIAMO OCCUPARCI ROMA  ',?
'carmentpf','@RaiPortaaPorta Parlano #Mantovanisenza provecos parla pi provate false spese #Marino #pd ha sciolto cani ',?
'BarbaraRaval','@VirusRai2 #Marino  Troppo autoreferenziale ingenuamente ambizioso stare allaltezza nuovo partito affari #pd ',?
'ary_seddo','@GiorgiaMeloni finito incubo marino Ora c tuo dille nulla tu Ahahahahahah ',?
'VirusRai2','@MvOttaviani commenta dimissioni #marino tweet sar letto diretta visibile qui ',?
'VirusRai2','@markgrika commenta dimissioni #marino tweet sar letto diretta visibile qui ',?
'carmentpf','#PortaaPorta finch saranno elezioni #pd ricostituisce x Roma Aliaspassa tempovi scordare #Marino rifottiamo ',?
'Edoardocignoli','verit centrale san marino Edoardo Cignoli ',?
'emanuelmaddalen','RT @tranellio S dopo tredici anni confermiamo dottor Marino aveva creato doppia contabilit spese trasferta ',?
'NowinItaly','RT anziato Ah ecco  colpa AlemannoTW pareva nessuno dicesse stasera Rutelli No Veltroni No Marino No Alemanno  ',?
'pameladiverona','@BlobRai3 Virus commenta dimissioni #marino tweet sar letto diretta Quarto potere Porro sa pi Renzi ',?
'AlemannoTW','RT @anziato Ah ecco  colpa @AlemannoTW pareva nessuno dicesse stasera Rutelli No Veltroni No Marino No Alemann ',?
'superjuly91','RT @SkyTG24 futuro #Marino dopo polemiche spese fatte carta credito Comune Ora #TG24Pomeriggio ',?
'gcosentino_84','finalmente Causi ricorda #Marino intanto era Sindaco eletto @Tg3web ',?
'stefa186','RT @enricozanetti Enrico Zanetti Porta Porta Marino era rischio reputazionale s stesso altri ',?
'FIgiovaniCs','RT @williamsverta @VirusRai2 Politici cm #Marino #Renzi stanno portando lItalia deriva dobbiamo invertire rotta naz ',?
'williamsverta','@VirusRai2 Politici cm #Marino #Renzi stanno portando lItalia deriva dobbiamo invertire rotta nazione deve ripartire ',?
'MarinoBruschini','Retweeted Momenti Zen (@MomentiZen) Luomo pi ricco  accontenta poco perch contentezza ',?
'carmencasablanc','#lineanotte PDnon Marino principale artefice disastro Romae voglio difendere MarinofessacchiottoI delinquenti sono piddin ',?
'VirusRai2','@moderatto commenta dimissioni #marino tweet sar letto diretta visibile qui ',?
'RomanOsservator','RT @DAGOSPIA RENZI GUAI CENE FAMIGLIA FINTA SMENTITA RISTORATORE ACCUSA ',?
'florianademiche','RIVINCITA MARINO FIRMANO 40 MILA  BOOM CONSENSI SOCIAL (E PIAZZA) ',?
'AndreaLigios','RT @PamelaFerrara Primo devastante effetto dimissioni Marino riesumazione Rutelli #dimartedi ',?
'SalvoMely','@RaiPortaaPorta Marino debito Roma scende Basta balla sapeva amministrare ',?
'RomanOsservator','RT @DAGOSPIA CADUTA MARINO VISTA SPINOZACADUTO BOTTIGLIA VINO HA DETTO PRONTO SOCCORSO ',?
'Marco_Tuveri','RT @marcotravaglio #Renzi Reticente Consiglio editoriale oggi @fattoquotidiano #Marino @il ',?
'shopenauerwho','RT @GiovanniToti #Pd ha tenuto Marino fino ultimo giorno utile Oggi fanno finta essere stati mandarlo casaun minimo se ',?
'ezia77','RT @matematico65 Di c Rutelli st sempre tv fatto Marino Pensa devono ricorrere x recuperare p credibi ',?
'ilRicciardelli','RT @diMartedi #Crozza Renzi vuole sostituire Marino 1 commissario 8 sottocommissari 9 posto 1 vedi Jobs Act funzion ',?
'valeriotorchio','RT @spinozait Marino pubblica 492 pagine note spese ricevute Ora  nuovo Fabio Volo ',?
'matematico65','Di c Rutelli st sempre tv fatto Marino Pensa devono ricorrere x recuperare p credibilit #portaaporta ',?
'ApocalisseLaica','Ignazio Marino invadenze Vaticano silenzi politica Primo Nicola  Provate leggere un ',?
'vikingmetal','@agnostico43 #MarinoRipensaci PD vuole sempre primeggiare  capace mostrarsi modesto collaborare #Marino  umile sempre ',?
'IWantToBeTweet','RT @bravimabasta Pd Roma pensa primarie modello Prodi Cio eleggono ostacolano fanno cadere sfanculano Tale qu ',?
'annacerofolini','RT @BeppeGiulietti Dimissione compiuta #Marino @OSSERVATORIOTG @RealeScenari @annacerofolini @GassmanGassmann ',?
'marytaxi65','RT @VittorioSgarbi @VittorioSgarbi Marino  Paperino  cattivo gliene viene bene unaRenzi invece  Topolino c ',?
'GIULIANA7G','@VirusRai2 #Renzi elimina #Marino rischiando pesantemente esserne eliminatoe sarebbe bello strikeil #vaticano cmq  peggio ',?
'PIDP42','Orfini risponde Marino Per legalit Pd ha lottato prima lui ',?
'agnostico43','#Orfini risponde #Marino Per legalit PD ha lottato prima lui eliminarla ',?
'valhoell','RT @diMartedi #Gomez #scontrini Marino  suicidato mettendoli online Renzi  impossibile verificare momento @petergomezbl ',?
'GiuliaAniaF','RT @defilippim RT vuoi sindaco Roma posto Marino ',?
'jacopobrambilla','RT @spinozait Prima dimettersi Marino stanzia dieci milioni Giubileo Lassegno  intestato Ali Agca [@edelman] ',?
'poke_dem','Roma lultimo regalo Ignazio Marino dimissionario soldi soci Buzzi ',?
'valhoell','RT @diMartedi #DeCataldo #Marino Era talmente estraneo hanno fatto guerra modi @Giancadeca #dimarted ',?
'tranellio','@SANFRAMONDI PD Marino sbagliano x te  colpa dellopposizione perch finalmente esiste vera opposizione Lamore  cieco ',?
'FedericaBuz','Politici imprenditori travet Vaticano equilibri romani toccati #Marino via @fattoquotidiano ',?
'antoniopascotto','GUARDIA FINANZA CAMPIDOGLIO SCONTRINI MARINO PREMIER VUOLE DREAM TEAM ALFANO S via @parlamentonews ',?
'vikingmetal','@VirusRai2 #marino #MarinoRipensaci ha portato GDF Campidoglio farle leggere conti perch sindaco aveva trovato irregolarit ',?
'vikingmetal','@VirusRai2 #marino #MarinoRipensaci ha ridotto poltrone consiglio ACEA 9 7 davanti Caltagirone arrabbiatissimo ',?
'PiLu975','#cortocircuito sar quando qualcuno chieder  costata lindagine #finanza scontrini #Marino ',?
'FedericoBarli','RT @lddio italiani sostengono solo dopo martirio ora finalmente hanno SantIgnazio protettore cause perse ',?
'del_massi','RT @diMartedi #Crozza Ieri Campidoglio 2000 persone chiedevano Marino restare Tutta gente era stata cena lui la ',?
'vikingmetal','@VirusRai2 #marino #MarinoRipensaci ha saputo chiudere Malagrotta 1963 era aperta aveva procedura dinfrazione UE 2007 ',?
'del_massi','RT @diMartedi #Crozza Ferilli dice Papa doveva attaccare Marino cazzia Papa d lidea quadro muovi ',?
'del_massi','RT @diMartedi #Crozza Renzi vuole sostituire Marino 1 commissario 8 sottocommissari 9 posto 1 vedi Jobs Act funzion ',?
'folksonomia','Crozza Marino E dottor House bastone glielhanno #Inostrivideo #Terzapagina #Videogallery ',?
'vikingmetal','@VirusRai2 #marino #MarinoRipensaci Chiesa Roma ha giocato ruolo determinante ottenere dimissioni modo forzato ',?
'MPenikas','RT @ZampieriChiara tratta essere pro #Marino #Renzi chiediamo medesima trasparenza Quindi #RenziTrova scontrini ht ',?
'pinopinollo','RT @ZampieriChiara tratta essere pro #Marino #Renzi chiediamo medesima trasparenza Quindi #RenziTrova scontrini ht ',?
'LUCIADIMARCO2','RT @CremaschiG #PD #Lega #ForzaItalia danno 45Ml pubblici senza controllo spese fan dimettere #Marino 20000 scusate rozzezza  ',?
'LettaLorenzo','RT @LotitoClaudio Dateme stipendio de #Marino ve faccio divent New York 6 mesi ',?
'AltuncGaye','RT @SanTenChan #BreakingNews  #ultimi #sviluppi #MafiaCapitale #M5S chiede #dimissioni #sindaco #Marino #Roma ',?
'Ultima_Notizia','#Casamonica #Porta #Porta polemica vice #Marino #Rai chieda Daniel Sharman ',?
'Calberto45','RT @SanTenChan #BreakingNews  #ultimi #sviluppi #MafiaCapitale #M5S chiede #dimissioni #sindaco #Marino #Roma ',?
'puntoagronews','Punto Agro News  Nocera inquinamento SMauro SMarino Gori difende ',?
'Amoquesto','@christianconlH ah altro ideologizzato Prenditela pare punto  Marino  incapace @CrisiFinanza ',?
'renzocrosa','RT @freeskipper1 Mafia Capitale Roma perde Marino vizio ',?
'GhitaIacono','RT @ZampieriChiara tratta essere pro #Marino #Renzi chiediamo medesima trasparenza Quindi #RenziTrova scontrini ht ',?
'PublishingAll','#GoogleNewsItalia Dispetto Capitale lultimo regalo Marino  Messaggero ',?
'PublishingSite','#GoogleNewsItalia Dispetto Capitale lultimo regalo Marino  Messaggero ',?
'LucaBersano',' piaciuto video @YouTube @sanmarinortv MUTOID WASTE COMPANY  RSMagazine ',?
'giancarloscordo','Marino #Maroni invertendo vocali prodotto cambia ',?
'silvina6882','RT @GAlessandrino Sale Marino Marte Oh pur stare Roma andrebbe ovunque ',?
'rojmul261123','RT @SanTenChan #BreakingNews  #ultimi #sviluppi #MafiaCapitale #M5S chiede #dimissioni #sindaco #Marino #Roma ',?
'infoitinterno','Fori pedonali Marino lavoro (Rosa Rossa) ',?
'mystartup08','Dispetto Capitale lultimo regalo Marino  Messaggero MessaggeroDispetto Capitale lultimo regalo  ',?
'FacchinettiSil','RT @ArsenaleKappa Pare ristoratore romano ha accusato Marino abbia aggiunto Veniva spesso Angelina Jolie mangiava  ',?
'RomaNews','Marino cinema prima Suburra  Messaggero MessaggeroMarino cinema prima Suburr ',?
'NICOVENDOME55','@Corriereit #marino ha dato dimissionisenza luia daranno colpa ora  ',?
'infoitinterno','Fori Imperiali prima delladdio lultimo sogno Marino pedonalizzazione totale (Corriere Roma News) ',?
'infoitinterno','Marino colpo mano prima lasciare Fori pendonalizzazione totale (Solo News) ',?
'Focus_italy','Lultima sfida Marino dimissionario via Fori imperiali liberi taxi autobus Ignazio Marino ',?
'vivalaradiontw','#VivaLaRadio Dispetto Capitale lultimo regalo Marino  Messaggero ',?
'davidecalusi','Dispetto Capitale lultimo regalo Marino  Messaggero MessaggeroDispetto Capitale lultimo regalo  ',?
'PorcodelMolente','Dispetto Capitale lultimo regalo Marino  Messaggero MessaggeroDispetto Capitale lultimo regalo  ',?
'Enzo1nikita','Dispetto Capitale lultimo regalo Marino  Messaggero MessaggeroDispetto Capitale lultimo regalo  ',?
'NICOVENDOME55','@MediasetTgcom24 adesso diranno #marino  trasferito Napoli  ',?
'FacchinettiSil','RT @ArsenaleKappa Svelata lidentit ristoratore ha smentito Marino ',?
'GiulianoRobe','RT @aIexcat #Roma salver #Marchini unica opposizione ha difeso romani qsti 2anni inferno#Marino #MarchiniSindaco #lagabbi ',?
'pierdario','RT @SkyTG24 Marino lultimo atto sindaco Fori interamente pedonali #cronaca ',?
'chiara_lyla','RT @ArsenaleKappa Pare ristoratore romano ha accusato Marino abbia aggiunto Veniva spesso Angelina Jolie mangiava  ',?
'elmorisco','RT @ArsenaleKappa Pare ristoratore romano ha accusato Marino abbia aggiunto Veniva spesso Angelina Jolie mangiava  ',?
'Spacciatweet','RT @ArsenaleKappa Pare ristoratore romano ha accusato Marino abbia aggiunto Veniva spesso Angelina Jolie mangiava  ',?
'Spacciaretweet','RT @ArsenaleKappa Pare ristoratore romano ha accusato Marino abbia aggiunto Veniva spesso Angelina Jolie mangiava  ',?
'marino29b','RT @PediciniM5S Dopo Ignazio Marino avremo sindaco Cinque Stelle Roma (Claudio Amendola) ',?
'AMagna7','RT @ArsenaleKappa Pare ristoratore romano ha accusato Marino abbia aggiunto Veniva spesso Angelina Jolie mangiava  ',?
'mauneobux','#NEWS Dispetto Capitale lultimo regalo Marino  Messaggero Buona giornata )) ',?
'newsfeed_it','Dispetto Capitale lultimo regalo Marino  Messaggero ',?
'titticri','Aggiornamento petizione  Roma 12102015 ore 1542 scatta countdown  ',?
'ElezioniLazio','#EleLazio Marino Fori Imperiali piedi via bus taxi prima della see more ',?
'ArsenaleKappa','Pare ristoratore romano ha accusato Marino abbia aggiunto Veniva spesso Angelina Jolie mangiava pure piatto suo ',?
'vanessatw2','RT @SanTenChan #BreakingNews  #ultimi #sviluppi #MafiaCapitale #M5S chiede #dimissioni #sindaco #Marino #Roma ',?
'FXS_Finance_IT','Roma lultima sfida Marino I Fori saranno solo pedonali #Finanza ',?
'OroscopoBlog1','Dispetto Capitale lultimo regalo Marino  IlMessaggero ',?
'infoitinterno','Dispetto Capitale lultimo regalo Marino (Il Messaggero) ',?
'M5SVibor','RT @elpme10 Marino ha preso decisione AUTONOMIA #ahahahahahahahahahahahahahahahahhaahhaahhaahahahahahahahahahahahahahahahahahahah ',?
'CerciElena','@123stoka @CesareOrtis danno noia marino Du spaghi   ',?
'M5SVibor','RT @tranellio Ditte bloccate x corruzione Marino Sabella dimostra cose funzionanoMa Cantone avvis perch comune n ',?
'CerciElena','RT @lucapodio questione #Marino @gasparripdl aveva gi chiesto scioglimento Comune #Roma motivi ',?
'igolmar','RT @GiadaGiadina Mastella parla Marino inutili spese carico cittadini Mastellaquello addebitava spese  ',?
'DaLeopardo','@LiciaRonzulli @OmnibusLa7 stesso terzo grado giudizio Marino ',?
'vulorp','Dispetto Capitale lultimo regalo Marino  Messaggero MessaggeroDispetto Capitale lultimo regalo  ',?
'MatAlbani',' dallinizio #Marino vuol pedonalizzare via Fori Imperiali ora sindaco dimesso prepara lultimo sfregio romani ',?
'ValerioCoscetti','RT @ilregresso Strage Ankara governo due uomini sono responsabili Ok  Marino laltro (Elisio Marinelli) ',?
'Edoardocignoli','verit centrale san marino Edoardo Cignoli ',?
'DarKnight_87','RT @jacopoiacoboni Seicentomila euro ristoranti tre anni 548 euro giorno  Marino No Renzi Provincia Firenze ',?
'anziato','Xch mai lega parla attacco politico dare mano pd difficolta #marino #mafiacapitale sa #ottoemezzo ',?
'leonardometalli','Roma Marino fa perdere Renzi sondaggio scuote Pd  Affaritalianiit ',?
'awkweirkz','@zebilha marino  cancro xD ',?
'nella_norma','RT @RaiBallaro Claudio Amendola Suburra Le dimissioni Marino sono state spoileraggio film ',?
'Dansai75','@gparagone @davidevecchi modesto parere Marino  punta delliceberg laddove ancora vari retroscena = concause debito pubblico ',?
'DaniPitarresi','RT @lucapodio questione #Marino @gasparripdl aveva gi chiesto scioglimento Comune #Roma motivi ',?
'RadioLondra_','Qui Radio Londra Dispetto Capitale lultimo regalo Marino  Messaggero ',?
'MaraRaqu','Marino nudo mentre fa doccia ',?
'gasparripdl','RT @lucapodio questione #Marino @gasparripdl aveva gi chiesto scioglimento Comune #Roma motivi ',?
'PortaKittePare','RT @MaraRaqu Marino fa na foto gatto ',?
'MaraRaqu','Marino fa na foto gatto ',?
'MaraRaqu','Marino bagno dopo na peperonata ',?
'MaraRaqu','RT @ilmessaggeroit Marino cinema prima Suburra ',?
'romasulweb','Marino cinema prima Suburra ',?
'romasulweb','Dispetto Capitale lultimo regalo Marino ',?
'notizie_roma','Marino cinema prima Suburra #roma ',?
'notizie_roma','Dispetto Capitale lultimo regalo Marino #roma ',?
'MicaelaTacconi','RT @UAARit Ingerenze #Vaticano politica #Roma rivelano inconsistenza #Concordato abolire ',?
'TerzoDiritto','RT @ilmessaggeroit Marino cinema prima Suburra ',?
'poke_dem','Lultimo sogno Marino pedonalizzare Fori Imperiali ',?
'wertjb','#Renzi autoelettosi liquida #Marino democraticamente eletto schifo schifo mafia mafia Vomito ',?
'ERoscioni','Fori Imperiali pedonali prima delladdio Marino lavora delibera Campidoglio via @repubblicait ',?
'Mario_Giannetta','RT @GiadaGiadina Mastella parla Marino inutili spese carico cittadiniMastellaquello addebitava spese  ',?
'cris_cersei','Il cancro fintoislamista andava stroncato subito prima dilagasse mezza #Siria Assad devessere specie #Marino(cit)D ',?
'IMoresi','RT @borghiclaudio @adriatzara @fattoquotidiano telegiornali giornaloni indignazione pubblica stile marino ',?
'stylemotorfano','#news #notizieitalia Dispetto Capitale lultimo regalo Marino  Messaggero ',?
'LuanaSenesi','Dispetto Capitale lultimo regalo Marino  Messaggero ',?
'MatteoCorreani','RT @ilmessaggeroit Marino cinema prima Suburra ',?
'eurovisionvideo','Eurovision 2015 San Marino Anita Simoncini & Michele Perniola Chain Of Lights Lyrik ',?
'PiramideRossa','Caso Marino invadenze Vaticano silenzi politica  Fatto Quotidiano ',?
'AmaliaPepino','RT @FrancoBechis Adesso @matteorenzi promette dopo Marino dream team Roma Dopo anni cos  pu prendere fondelli iI ',?
'mauneobux','#News #Astronomia Dispetto Capitale lultimo regalo Marino  Messaggero Buona visione  )) ',?
'the_newstweets','TGcom24  Roma lultima sfida Marino I Fori saranno solo pedonali ',?
'Grujic_Sergio','RT @PediciniM5S Dopo Ignazio Marino avremo sindaco Cinque Stelle Roma (Claudio Amendola) ',?
'titticri','RT @marielSiviglia prossimo sindaco Roma arrabbia x metropolitana @iostoconmarino @titticri @Rossa ',?
'iostoconmarino','RT @VivienCattani @ignaziomarino ritiri dimissioni favore Firmate @iostoconmarino @Laspeziaxmarino ',?
'VivienCattani','@ignaziomarino ritiri dimissioni favore Firmate @iostoconmarino @Laspeziaxmarino ',?
'ar_cavaliere','RT @marielSiviglia avete coraggio ammettere avete fatto compromesso chiesa x dimissioni Marino @emanuelefian ',?
'iostoconmarino','RT @marielSiviglia avete coraggio ammettere avete fatto compromesso chiesa x dimissioni Marino @emanuelefian ',?
'iostoconmarino','RT @marielSiviglia prossimo sindaco Roma arrabbia x metropolitana @iostoconmarino @titticri @Rossa ',?
'marielSiviglia','prossimo sindaco Roma arrabbia x metropolitana @iostoconmarino @titticri @Rossana7336 @SalvoMely ',?
'marielSiviglia','avete coraggio ammettere avete fatto compromesso chiesa x dimissioni Marino @emanuelefiano @iostoconmarino ',?
'LucaGiandomenic','@Pontifexit ordina @renzi @orfini eseguono @PDROMA @pdnetwork #iostoconmarino @ignaziomarino @roma ',?
'iostoconmarino','@marielSiviglia @ignaziomarino deligittamare voto  interruzione democrazia @ignaziomarino ',?
