@relation testing

@attribute User string
@attribute Text string
@attribute Sentiment {positive,negative,neutral}

@data
tyxaqek,'RT @mipiaceBarca Intervista radiofonica Radio1 @fabriziobarca caso Marino Pd romano ',negative
ottimistasemper,'RT @Piovegovernolad Giampaolo Pansa parla Renzi Orfini Marino le Sorelle Bandiera stanno sfasciando   h ',negative
fresia__,'RT @armandopiu #Marino abbiamo appreso sinistra ha copiato destra far funzionare macchina fango #virus ',negative
Siroblue,'Poi dice Marino ',negative
VocidiSINISTRA,'#sinistra  Considerazioni freddo caso Marino Caso complesso interessante Marino presta ',negative
SalvoMely,'@VirusRai2 SOLE24ORE predecessori Marino incremento debito oltre 400mila GIORNO Marino 11milioni ',negative
marytmar,'RT @welikechopin sposati oggi Marino hanno venti giorni ripensarci #gazebo #socialtopten ',negative
VirusRai2,'@SanTenChan commenta dimissioni #marino tweet sar letto diretta visibile qui ',negative
poke_dem,'Marino lascia  guerra Pd Sogna correre ancora sindaco ',negative
giangy1976,'RT @gugo76 @welikechopin mavete preso coglione No sei eroe #marino #lallenatorenelpallone ',negative
yrizaqoS,'RT @mipiaceBarca Intervista radiofonica Radio1 @fabriziobarca caso Marino Pd romano ',negative
laltraguanciama,'RT @GiuliaDiVita Ora Pd ha fatto dimettere Marino fa gioco mafia via @HuffPostItalia ',negative
RTaverBella,'RT @tranellio Caso #Marino sintesi siccome altri hanno rubato molto pi Lui  ingiustizia sia costretto dimissioni ',negative
fedquattrocchi,'RT @PatriziaRametta RENZI PUOSPENDERE 600MILA PROVINCIA EURO PRANZI CHIEDERE MARINO DIMETTERSI 20MILA ',negative
LUDOVICOTODINI,'Ora ripensa TGCOM24 Roma Renzi primarie post Marino Sabella commissario Ok scelgo io ',negative
simonedemi,' piaciuto video @YouTube 13 Rallylegend San Marino 2015 ShowCrash &Pure Sound ',negative
daffy6561,'RT @lercionotizie +++ #Carminati accusa #Marino  stato cecamme n occhio +++ @ESettembrini ',negative
rosalbacarbutti,'RT @welikechopin sposati oggi Marino hanno venti giorni ripensarci #gazebo #socialtopten ',negative
zazoomblog,'#Renzi Rottura Marino Pd  rotto rapporto Marino citt #Renzi  ',negative
poke_dem,'Roma luned dimissioni irrevocabili Marino ',negative
donatellabrusch,'RT @carmentpf Difendere #Marino  impossibile maxch #Renzi caccia tt altri indagati condannati partitomagari se ',negative
peppemongiardo,'solo #Marino  #Renzi  ristoratore fiorentino Era sempre qui fatturavo Comune  Ilfattoquotidianoit ',negative
SalvoMely,'@VirusRai2 Linea PD Presunzione innocenza fino sentenza definitiva Marino richiesta dimissioni prima pronuncia procura ',negative
ottimistasemper,'RT @cocchi2a Altro meriti Cos mentono fans Marino #M5S ',negative
PierfrancoMonni,'RT @PediciniM5S perdere 4 consiglieri comunali #m5s #Roma hanno beccato #Marino mani marmellata ',negative
armandopiu,'lannuncio ufficiale dimissioni #marino atteso elicottero lancer buoni mensa #virusrai2 ',negative
Mary73Angel,'RT @ArsenaleKappa Dimissioni #Marino Orfini Non dica ora torna mafia Vuole fargli sorpresa [@MarcoCamillieri] ',negative
1001ptsIT,'FOCUS ultimi venti giorni Marino via lavori Giubileo ',negative
armandopiu,'RT @Soppressatira Fossi #Marino adesso dieci domande #Repubblica farei {@enzofilia} #virusrai2 ',negative
lalitapetila,'RT @kalyaMail @panibbi @avvocato2punto0 #Marino dacce na mano mann #renzi quer paese #maipipd #PDelinquenti #vergogna #renziacasa # ',negative
CiroSayan94,' piaciuto video @YouTube Sagra delluva Marino (Roma)  4 ottobre 2015 ',negative
mafiacapitale,'@pokedem popolo Marino Resisti mafia capitale vedremo belle ',negative
PierfrancoMonni,'RT @GiuliaDiVita fanno giustamente notare fino quando chiedevamo dimissioni Marino @orfini era linea mafia ',negative
johnpaltan,'RT @SanTenChan #BreakingNews  #ultimi #sviluppi #MafiaCapitale #M5S chiede #dimissioni #sindaco #Marino #Roma ',negative
barone_luciano,'bello vedere piu faccia quel pesce lesso marino ',negative
serfrendz,'RT @ivanscalfarotto proposito Roma sono preso alcuni giorni commentare vicenda Ignazio Marino Avevo gi scritt ',negative
figliolaraf45,'RT @gasparripdl Roma Marino incontra sostenitori mi avete fatto piangere  HA FATTO PIANGERE TUTTA ROMA INCAPACE TOTALE ',negative
a1b2cdgdg,'RT @SanTenChan #BreakingNews  #ultimi #sviluppi #MafiaCapitale #M5S chiede #dimissioni #sindaco #Marino #Roma ',negative
GargiuloSara,'Roma Marino abbatte Renzi Numeri impietosi Pd ',negative
sabrinaganzenua,'RT @Kotiomkin #FlaviaVento pensa candidarsi dopo dimissioni #Marino  notizia  prime tre parole ',negative
laltraguanciama,'RT @ultimenotizie #Marino pronto candidarsi sinistra #Pd mossa potrebbe significare sconfitta quasi certa ',negative
ilu_iciao,'RT @welikechopin sposati oggi Marino hanno venti giorni ripensarci #gazebo #socialtopten ',negative
renzocrosa,'RT @Kotiomkin #FlaviaVento pensa candidarsi dopo dimissioni #Marino  notizia  prime tre parole [Diletta Mezzina] ',negative
sherlock5stelle,'RT @tranellio Caso #Marino sintesi siccome altri hanno rubato molto pi Lui  ingiustizia sia costretto dimissioni ',negative
pinopinollo,'RT @tranellio Caso #Marino sintesi siccome altri hanno rubato molto pi Lui  ingiustizia sia costretto dimissioni ',negative
bertrada,'par capire romani vogliono #Marino vuole #Vaticano #Renzi vuole perch vuole Vaticano ',negative
1306lou,'RT @welikechopin sposati oggi Marino hanno venti giorni ripensarci #gazebo #socialtopten ',negative
mauriziomauri89,'#Marino ha solo ostacolato interessi #MafiaCapitale ha osato strafarea #Chiesa #unionicivili nonostante fede ',negative
RoStangoni,'RT @Brunoinimer strenuo moralizzatore Marino impara spese c sempre puro pi puro epura  ',negative
jujudutra2,'RT @SanTenChan #BreakingNews  #ultimi #sviluppi #MafiaCapitale #M5S chiede #dimissioni #sindaco #Marino #Roma ',negative
susy_ott,'RT @lddio Senti po Gramazio intenzioni channo #Marino fossero abbastanza seri dovrebbero fallo casc ',negative
VirusRai2,'@crisquill commenta dimissioni #marino tweet sar letto diretta visibile qui ',negative
VirusRai2,'@dellimellow commenta dimissioni #marino tweet sar letto diretta visibile qui ',negative
VirusRai2,'@matteosalvinimi commenta dimissioni #marino tweet sar letto diretta visibile qui ',negative
VirusRai2,'@leggoit commenta dimissioni #marino tweet sar letto diretta visibile qui ',negative
laltraguanciama,'RT @kalyaMail @panibbi @avvocato2punto0 #Marino dacce na mano mann #renzi quer paese #maipipd #PDelinquenti #vergogna #renziacasa # ',negative
BuzzLogger,'ImprotaMarino addio amaro Lui va ',negative
ClauStrin,'RT @antoniobordin #Renzi mangiava sempre qui mandavo fattura Comune Altro #Marino  @matteorenzi re abbuffini ht ',negative
VPunzo,'@BelpietroTweet doveva andare molto tempo primaMarino sei migliore ',negative
VirusRai2,'@PIPPOLORUSSO commenta dimissioni #marino tweet sar letto diretta visibile qui ',negative
1001ptsIT,'SONDAGGI  Marino manda picco Pd M5S primo partito capitale la ',negative
mafiacapitale,'@luciafor @mafiacapitale @1001ptsIT guardatelo sembra @meb FACCE dangelo HAN FATTO FUORI MARINO x restare ',negative
mcuart,'RT @romagiornale #Roma @paolovoltaggio Dopo #Marino serve reset politico amministrativo   @cduitalia ',negative
djpolin,'14 ottobre Mercoledi VISION CLUB LatinEvolution San Marino #grancaribestaff #marcosmejia #jorgeherrera ',negative
FulvioAch,'@VirusRai2 #marino Elezioni Vinci gratta #suppostafilosofia ',negative
ANTIPOLLITICA,'RT @VirusRai2 @ANTIPOLLITICA commenta dimissioni #marino tweet sar letto diretta visibile qui ',negative
ANTIPOLLITICA,'@VirusRai2 #Marinomai avrei immaginato #Sindaco potessero ricordare scontrini #PedonalizzazionedeiFori ( ',negative
lhwotton85,'RT @ArsenaleKappa Nellintervista prepartita Capitano Norvegia ha tenuto ricordare cena base salmone offerta Marin ',negative
GiuseppeMELE,'gi Marino ora tocca sponsor Scalfarotto ',negative
ANTIPOLLITICA,'@VirusRai2 #Marinose #Sindaco perde fiducia citt inutile arrampichi specchi giustificarsi#Restanoscontrini ',negative
VirusRai2,'@VESEVIU commenta dimissioni #marino tweet sar letto diretta visibile qui ',negative
VirusRai2,'@passionescatto commenta dimissioni #marino tweet sar letto diretta visibile qui ',negative
VirusRai2,'@officialsassano commenta dimissioni #marino tweet sar letto diretta visibile qui ',negative
jakubjz420,'Ponte Milvio allEur dimissioni Marino lasciano Roma caos via @linkiesta ',negative
FabbriRosa,'RT @marcotravaglio #Renzi Reticente Consiglio editoriale oggi @fattoquotidiano #Marino @il ',negative
ANTIPOLLITICA,'@VirusRai2 #Marino predecessori hanno sempre salvato faccia perch avevano spessore acume politicoa sconosciuto( ',negative
ANTIPOLLITICA,'@VirusRai2 #Marino ha fatto #Sindaco dovrebbe mai farescaricare colpe propria incapacit altri ( ',negative
romagiornale,'#Roma @paolovoltaggio Dopo #Marino serve reset politico amministrativo   @cduitalia ',negative
ANTIPOLLITICA,'@VirusRai2 #Marino ammesso sia stato vittima macchinazioni pollitichedi ha messo superficialit senza eguali ( ',negative
Empedocleagrig1,'RT @ultimenotizie  vero #Marino ex sindaco #Roma era stato invitato Philadelphia lettera dellarcivescovo ',negative
tglrsr,'RT @ultimenotizie  vero #Marino ex sindaco #Roma era stato invitato Philadelphia lettera dellarcivescovo ',negative
LidiaBeduschi,'Crozza Marino E dottor House bastone glielhanno messo mano via @fattoquotidiano ',negative
ANTIPOLLITICA,'@VirusRai2 #Marino hadimostrato profonda incapacit gestire problematiche sono presentate davanti#Dimissioninevitabili ',negative
MariannaOldani,'RT @defilippim RT vuoi sindaco Roma posto Marino ',negative
FabiaSW,'@VirusRai2 lunica cosa chiara sembra essere c nulla chiaro #marino ',negative
NotizieVirali,'#Perch  dimesso #Marino cosa succede ora #Roma #OTRABirmingham3 ',negative
valtaro,'#La scheda Vicsia Portel rimborsi spese Marino #DiMarted CondividiClicca inviare  ',negative
AnitaTemperini,'RT @VauroSenesi #Roma #Vaticano Serve scossa #Buongiorno cari ecco vignetta oggi #inedicola @FattoQuotidiano #Marino ',negative
markgrika,'@VirusRai2 #Marino bambino mette regole perch pallone  suoviene lasciato solo sempre@lOmbradiDAlema c comunque ',negative
discordoconme,'@FuoriTesta1 @DanielaPF75 @ilConte78 >liberissimo farlo eh Per guarda po Renzi so contesta presenzialismo Marino le> ',negative
lucia_for,'@mafiacapitale @1001ptsIT guardatelo sembra @meb FACCE dangelo HAN FATTO FUORI MARINO x restare mAFIA CAPITALE schifo ',negative
markgrika,'RT @VirusRai2 @markgrika commenta dimissioni #marino tweet sar letto diretta visibile qui ',negative
dxmariella,'RT @anziato Ah ecco  colpa @AlemannoTW pareva nessuno dicesse stasera Rutelli No Veltroni No Marino No Alemann ',negative
AndreaAndregard,'RT @celoren45 MARINO  DIMESSOTORNIAMO OCCUPARCI ROMA  ',negative
carmentpf,'@RaiPortaaPorta Parlano #Mantovanisenza provecos parla pi provate false spese #Marino #pd ha sciolto cani ',negative
BarbaraRaval,'@VirusRai2 #Marino  Troppo autoreferenziale ingenuamente ambizioso stare allaltezza nuovo partito affari #pd ',negative
ary_seddo,'@GiorgiaMeloni finito incubo marino Ora c tuo dille nulla tu Ahahahahahah ',negative
VirusRai2,'@MvOttaviani commenta dimissioni #marino tweet sar letto diretta visibile qui ',negative
VirusRai2,'@markgrika commenta dimissioni #marino tweet sar letto diretta visibile qui ',negative
carmentpf,'#PortaaPorta finch saranno elezioni #pd ricostituisce x Roma Aliaspassa tempovi scordare #Marino rifottiamo ',negative
Edoardocignoli,'verit centrale san marino Edoardo Cignoli ',negative
emanuelmaddalen,'RT @tranellio S dopo tredici anni confermiamo dottor Marino aveva creato doppia contabilit spese trasferta ',negative
NowinItaly,'RT anziato Ah ecco  colpa AlemannoTW pareva nessuno dicesse stasera Rutelli No Veltroni No Marino No Alemanno  ',negative
pameladiverona,'@BlobRai3 Virus commenta dimissioni #marino tweet sar letto diretta Quarto potere Porro sa pi Renzi ',negative
AlemannoTW,'RT @anziato Ah ecco  colpa @AlemannoTW pareva nessuno dicesse stasera Rutelli No Veltroni No Marino No Alemann ',negative
superjuly91,'RT @SkyTG24 futuro #Marino dopo polemiche spese fatte carta credito Comune Ora #TG24Pomeriggio ',negative
gcosentino_84,'finalmente Causi ricorda #Marino intanto era Sindaco eletto @Tg3web ',negative
stefa186,'RT @enricozanetti Enrico Zanetti Porta Porta Marino era rischio reputazionale s stesso altri ',negative
FIgiovaniCs,'RT @williamsverta @VirusRai2 Politici cm #Marino #Renzi stanno portando lItalia deriva dobbiamo invertire rotta naz ',negative
williamsverta,'@VirusRai2 Politici cm #Marino #Renzi stanno portando lItalia deriva dobbiamo invertire rotta nazione deve ripartire ',negative
MarinoBruschini,'Retweeted Momenti Zen (@MomentiZen) Luomo pi ricco  accontenta poco perch contentezza ',negative
carmencasablanc,'#lineanotte PDnon Marino principale artefice disastro Romae voglio difendere MarinofessacchiottoI delinquenti sono piddin ',negative
VirusRai2,'@moderatto commenta dimissioni #marino tweet sar letto diretta visibile qui ',negative
RomanOsservator,'RT @DAGOSPIA RENZI GUAI CENE FAMIGLIA FINTA SMENTITA RISTORATORE ACCUSA ',negative
florianademiche,'RIVINCITA MARINO FIRMANO 40 MILA  BOOM CONSENSI SOCIAL (E PIAZZA) ',negative
AndreaLigios,'RT @PamelaFerrara Primo devastante effetto dimissioni Marino riesumazione Rutelli #dimartedi ',negative
SalvoMely,'@RaiPortaaPorta Marino debito Roma scende Basta balla sapeva amministrare ',negative
RomanOsservator,'RT @DAGOSPIA CADUTA MARINO VISTA SPINOZACADUTO BOTTIGLIA VINO HA DETTO PRONTO SOCCORSO ',negative
Marco_Tuveri,'RT @marcotravaglio #Renzi Reticente Consiglio editoriale oggi @fattoquotidiano #Marino @il ',negative
shopenauerwho,'RT @GiovanniToti #Pd ha tenuto Marino fino ultimo giorno utile Oggi fanno finta essere stati mandarlo casaun minimo se ',negative
ezia77,'RT @matematico65 Di c Rutelli st sempre tv fatto Marino Pensa devono ricorrere x recuperare p credibi ',negative
ilRicciardelli,'RT @diMartedi #Crozza Renzi vuole sostituire Marino 1 commissario 8 sottocommissari 9 posto 1 vedi Jobs Act funzion ',negative
valeriotorchio,'RT @spinozait Marino pubblica 492 pagine note spese ricevute Ora  nuovo Fabio Volo ',negative
matematico65,'Di c Rutelli st sempre tv fatto Marino Pensa devono ricorrere x recuperare p credibilit #portaaporta ',negative
ApocalisseLaica,'Ignazio Marino invadenze Vaticano silenzi politica Primo Nicola  Provate leggere un ',negative
vikingmetal,'@agnostico43 #MarinoRipensaci PD vuole sempre primeggiare  capace mostrarsi modesto collaborare #Marino  umile sempre ',negative
IWantToBeTweet,'RT @bravimabasta Pd Roma pensa primarie modello Prodi Cio eleggono ostacolano fanno cadere sfanculano Tale qu ',negative
annacerofolini,'RT @BeppeGiulietti Dimissione compiuta #Marino @OSSERVATORIOTG @RealeScenari @annacerofolini @GassmanGassmann ',negative
marytaxi65,'RT @VittorioSgarbi @VittorioSgarbi Marino  Paperino  cattivo gliene viene bene unaRenzi invece  Topolino c ',negative
GIULIANA7G,'@VirusRai2 #Renzi elimina #Marino rischiando pesantemente esserne eliminatoe sarebbe bello strikeil #vaticano cmq  peggio ',negative
PIDP42,'Orfini risponde Marino Per legalit Pd ha lottato prima lui ',negative
agnostico43,'#Orfini risponde #Marino Per legalit PD ha lottato prima lui eliminarla ',negative
valhoell,'RT @diMartedi #Gomez #scontrini Marino  suicidato mettendoli online Renzi  impossibile verificare momento @petergomezbl ',negative
GiuliaAniaF,'RT @defilippim RT vuoi sindaco Roma posto Marino ',negative
jacopobrambilla,'RT @spinozait Prima dimettersi Marino stanzia dieci milioni Giubileo Lassegno  intestato Ali Agca [@edelman] ',negative
poke_dem,'Roma lultimo regalo Ignazio Marino dimissionario soldi soci Buzzi ',negative
valhoell,'RT @diMartedi #DeCataldo #Marino Era talmente estraneo hanno fatto guerra modi @Giancadeca #dimarted ',negative
tranellio,'@SANFRAMONDI PD Marino sbagliano x te  colpa dellopposizione perch finalmente esiste vera opposizione Lamore  cieco ',negative
FedericaBuz,'Politici imprenditori travet Vaticano equilibri romani toccati #Marino via @fattoquotidiano ',negative
antoniopascotto,'GUARDIA FINANZA CAMPIDOGLIO SCONTRINI MARINO PREMIER VUOLE DREAM TEAM ALFANO S via @parlamentonews ',negative
vikingmetal,'@VirusRai2 #marino #MarinoRipensaci ha portato GDF Campidoglio farle leggere conti perch sindaco aveva trovato irregolarit ',negative
vikingmetal,'@VirusRai2 #marino #MarinoRipensaci ha ridotto poltrone consiglio ACEA 9 7 davanti Caltagirone arrabbiatissimo ',negative
PiLu975,'#cortocircuito sar quando qualcuno chieder  costata lindagine #finanza scontrini #Marino ',negative
FedericoBarli,'RT @lddio italiani sostengono solo dopo martirio ora finalmente hanno SantIgnazio protettore cause perse ',negative
del_massi,'RT @diMartedi #Crozza Ieri Campidoglio 2000 persone chiedevano Marino restare Tutta gente era stata cena lui la ',negative
vikingmetal,'@VirusRai2 #marino #MarinoRipensaci ha saputo chiudere Malagrotta 1963 era aperta aveva procedura dinfrazione UE 2007 ',negative
del_massi,'RT @diMartedi #Crozza Ferilli dice Papa doveva attaccare Marino cazzia Papa d lidea quadro muovi ',negative
del_massi,'RT @diMartedi #Crozza Renzi vuole sostituire Marino 1 commissario 8 sottocommissari 9 posto 1 vedi Jobs Act funzion ',negative
folksonomia,'Crozza Marino E dottor House bastone glielhanno #Inostrivideo #Terzapagina #Videogallery ',negative
vikingmetal,'@VirusRai2 #marino #MarinoRipensaci Chiesa Roma ha giocato ruolo determinante ottenere dimissioni modo forzato ',negative
MPenikas,'RT @ZampieriChiara tratta essere pro #Marino #Renzi chiediamo medesima trasparenza Quindi #RenziTrova scontrini ht ',negative
pinopinollo,'RT @ZampieriChiara tratta essere pro #Marino #Renzi chiediamo medesima trasparenza Quindi #RenziTrova scontrini ht ',negative
LUCIADIMARCO2,'RT @CremaschiG #PD #Lega #ForzaItalia danno 45Ml pubblici senza controllo spese fan dimettere #Marino 20000 scusate rozzezza  ',negative
LettaLorenzo,'RT @LotitoClaudio Dateme stipendio de #Marino ve faccio divent New York 6 mesi ',negative
AltuncGaye,'RT @SanTenChan #BreakingNews  #ultimi #sviluppi #MafiaCapitale #M5S chiede #dimissioni #sindaco #Marino #Roma ',negative
Ultima_Notizia,'#Casamonica #Porta #Porta polemica vice #Marino #Rai chieda Daniel Sharman ',negative
Calberto45,'RT @SanTenChan #BreakingNews  #ultimi #sviluppi #MafiaCapitale #M5S chiede #dimissioni #sindaco #Marino #Roma ',negative
puntoagronews,'Punto Agro News  Nocera inquinamento SMauro SMarino Gori difende ',negative
Amoquesto,'@christianconlH ah altro ideologizzato Prenditela pare punto  Marino  incapace @CrisiFinanza ',negative
renzocrosa,'RT @freeskipper1 Mafia Capitale Roma perde Marino vizio ',negative
GhitaIacono,'RT @ZampieriChiara tratta essere pro #Marino #Renzi chiediamo medesima trasparenza Quindi #RenziTrova scontrini ht ',negative
PublishingAll,'#GoogleNewsItalia Dispetto Capitale lultimo regalo Marino  Messaggero ',negative
PublishingSite,'#GoogleNewsItalia Dispetto Capitale lultimo regalo Marino  Messaggero ',negative
LucaBersano,' piaciuto video @YouTube @sanmarinortv MUTOID WASTE COMPANY  RSMagazine ',negative
giancarloscordo,'Marino #Maroni invertendo vocali prodotto cambia ',negative
silvina6882,'RT @GAlessandrino Sale Marino Marte Oh pur stare Roma andrebbe ovunque ',negative
rojmul261123,'RT @SanTenChan #BreakingNews  #ultimi #sviluppi #MafiaCapitale #M5S chiede #dimissioni #sindaco #Marino #Roma ',negative
infoitinterno,'Fori pedonali Marino lavoro (Rosa Rossa) ',negative
mystartup08,'Dispetto Capitale lultimo regalo Marino  Messaggero MessaggeroDispetto Capitale lultimo regalo  ',negative
FacchinettiSil,'RT @ArsenaleKappa Pare ristoratore romano ha accusato Marino abbia aggiunto Veniva spesso Angelina Jolie mangiava  ',negative
RomaNews,'Marino cinema prima Suburra  Messaggero MessaggeroMarino cinema prima Suburr ',negative
NICOVENDOME55,'@Corriereit #marino ha dato dimissionisenza luia daranno colpa ora  ',negative
infoitinterno,'Fori Imperiali prima delladdio lultimo sogno Marino pedonalizzazione totale (Corriere Roma News) ',negative
infoitinterno,'Marino colpo mano prima lasciare Fori pendonalizzazione totale (Solo News) ',negative
Focus_italy,'Lultima sfida Marino dimissionario via Fori imperiali liberi taxi autobus Ignazio Marino ',negative
vivalaradiontw,'#VivaLaRadio Dispetto Capitale lultimo regalo Marino  Messaggero ',negative
davidecalusi,'Dispetto Capitale lultimo regalo Marino  Messaggero MessaggeroDispetto Capitale lultimo regalo  ',negative
PorcodelMolente,'Dispetto Capitale lultimo regalo Marino  Messaggero MessaggeroDispetto Capitale lultimo regalo  ',negative
Enzo1nikita,'Dispetto Capitale lultimo regalo Marino  Messaggero MessaggeroDispetto Capitale lultimo regalo  ',negative
NICOVENDOME55,'@MediasetTgcom24 adesso diranno #marino  trasferito Napoli  ',negative
FacchinettiSil,'RT @ArsenaleKappa Svelata lidentit ristoratore ha smentito Marino ',negative
GiulianoRobe,'RT @aIexcat #Roma salver #Marchini unica opposizione ha difeso romani qsti 2anni inferno#Marino #MarchiniSindaco #lagabbi ',negative
pierdario,'RT @SkyTG24 Marino lultimo atto sindaco Fori interamente pedonali #cronaca ',negative
chiara_lyla,'RT @ArsenaleKappa Pare ristoratore romano ha accusato Marino abbia aggiunto Veniva spesso Angelina Jolie mangiava  ',negative
elmorisco,'RT @ArsenaleKappa Pare ristoratore romano ha accusato Marino abbia aggiunto Veniva spesso Angelina Jolie mangiava  ',negative
Spacciatweet,'RT @ArsenaleKappa Pare ristoratore romano ha accusato Marino abbia aggiunto Veniva spesso Angelina Jolie mangiava  ',negative
Spacciaretweet,'RT @ArsenaleKappa Pare ristoratore romano ha accusato Marino abbia aggiunto Veniva spesso Angelina Jolie mangiava  ',negative
marino29b,'RT @PediciniM5S Dopo Ignazio Marino avremo sindaco Cinque Stelle Roma (Claudio Amendola) ',negative
AMagna7,'RT @ArsenaleKappa Pare ristoratore romano ha accusato Marino abbia aggiunto Veniva spesso Angelina Jolie mangiava  ',negative
mauneobux,'#NEWS Dispetto Capitale lultimo regalo Marino  Messaggero Buona giornata )) ',negative
newsfeed_it,'Dispetto Capitale lultimo regalo Marino  Messaggero ',negative
titticri,'Aggiornamento petizione  Roma 12102015 ore 1542 scatta countdown  ',negative
ElezioniLazio,'#EleLazio Marino Fori Imperiali piedi via bus taxi prima della see more ',negative
ArsenaleKappa,'Pare ristoratore romano ha accusato Marino abbia aggiunto Veniva spesso Angelina Jolie mangiava pure piatto suo ',negative
vanessatw2,'RT @SanTenChan #BreakingNews  #ultimi #sviluppi #MafiaCapitale #M5S chiede #dimissioni #sindaco #Marino #Roma ',negative
FXS_Finance_IT,'Roma lultima sfida Marino I Fori saranno solo pedonali #Finanza ',negative
OroscopoBlog1,'Dispetto Capitale lultimo regalo Marino  IlMessaggero ',negative
infoitinterno,'Dispetto Capitale lultimo regalo Marino (Il Messaggero) ',negative
M5SVibor,'RT @elpme10 Marino ha preso decisione AUTONOMIA #ahahahahahahahahahahahahahahahahhaahhaahhaahahahahahahahahahahahahahahahahahahah ',negative
CerciElena,'@123stoka @CesareOrtis danno noia marino Du spaghi   ',negative
M5SVibor,'RT @tranellio Ditte bloccate x corruzione Marino Sabella dimostra cose funzionanoMa Cantone avvis perch comune n ',negative
CerciElena,'RT @lucapodio questione #Marino @gasparripdl aveva gi chiesto scioglimento Comune #Roma motivi ',negative
igolmar,'RT @GiadaGiadina Mastella parla Marino inutili spese carico cittadini Mastellaquello addebitava spese  ',negative
DaLeopardo,'@LiciaRonzulli @OmnibusLa7 stesso terzo grado giudizio Marino ',negative
vulorp,'Dispetto Capitale lultimo regalo Marino  Messaggero MessaggeroDispetto Capitale lultimo regalo  ',negative
MatAlbani,' dallinizio #Marino vuol pedonalizzare via Fori Imperiali ora sindaco dimesso prepara lultimo sfregio romani ',negative
ValerioCoscetti,'RT @ilregresso Strage Ankara governo due uomini sono responsabili Ok  Marino laltro (Elisio Marinelli) ',negative
Edoardocignoli,'verit centrale san marino Edoardo Cignoli ',negative
DarKnight_87,'RT @jacopoiacoboni Seicentomila euro ristoranti tre anni 548 euro giorno  Marino No Renzi Provincia Firenze ',negative
anziato,'Xch mai lega parla attacco politico dare mano pd difficolta #marino #mafiacapitale sa #ottoemezzo ',negative
leonardometalli,'Roma Marino fa perdere Renzi sondaggio scuote Pd  Affaritalianiit ',negative
awkweirkz,'@zebilha marino  cancro xD ',negative
nella_norma,'RT @RaiBallaro Claudio Amendola Suburra Le dimissioni Marino sono state spoileraggio film ',negative
Dansai75,'@gparagone @davidevecchi modesto parere Marino  punta delliceberg laddove ancora vari retroscena = concause debito pubblico ',negative
DaniPitarresi,'RT @lucapodio questione #Marino @gasparripdl aveva gi chiesto scioglimento Comune #Roma motivi ',negative
RadioLondra_,'Qui Radio Londra Dispetto Capitale lultimo regalo Marino  Messaggero ',negative
MaraRaqu,'Marino nudo mentre fa doccia ',negative
gasparripdl,'RT @lucapodio questione #Marino @gasparripdl aveva gi chiesto scioglimento Comune #Roma motivi ',negative
PortaKittePare,'RT @MaraRaqu Marino fa na foto gatto ',negative
MaraRaqu,'Marino fa na foto gatto ',negative
MaraRaqu,'Marino bagno dopo na peperonata ',negative
MaraRaqu,'RT @ilmessaggeroit Marino cinema prima Suburra ',negative
romasulweb,'Marino cinema prima Suburra ',negative
romasulweb,'Dispetto Capitale lultimo regalo Marino ',negative
notizie_roma,'Marino cinema prima Suburra #roma ',negative
notizie_roma,'Dispetto Capitale lultimo regalo Marino #roma ',negative
MicaelaTacconi,'RT @UAARit Ingerenze #Vaticano politica #Roma rivelano inconsistenza #Concordato abolire ',negative
TerzoDiritto,'RT @ilmessaggeroit Marino cinema prima Suburra ',negative
poke_dem,'Lultimo sogno Marino pedonalizzare Fori Imperiali ',negative
wertjb,'#Renzi autoelettosi liquida #Marino democraticamente eletto schifo schifo mafia mafia Vomito ',negative
ERoscioni,'Fori Imperiali pedonali prima delladdio Marino lavora delibera Campidoglio via @repubblicait ',negative
Mario_Giannetta,'RT @GiadaGiadina Mastella parla Marino inutili spese carico cittadiniMastellaquello addebitava spese  ',negative
cris_cersei,'Il cancro fintoislamista andava stroncato subito prima dilagasse mezza #Siria Assad devessere specie #Marino(cit)D ',negative
IMoresi,'RT @borghiclaudio @adriatzara @fattoquotidiano telegiornali giornaloni indignazione pubblica stile marino ',negative
stylemotorfano,'#news #notizieitalia Dispetto Capitale lultimo regalo Marino  Messaggero ',negative
LuanaSenesi,'Dispetto Capitale lultimo regalo Marino  Messaggero ',negative
MatteoCorreani,'RT @ilmessaggeroit Marino cinema prima Suburra ',negative
eurovisionvideo,'Eurovision 2015 San Marino Anita Simoncini & Michele Perniola Chain Of Lights Lyrik ',negative
PiramideRossa,'Caso Marino invadenze Vaticano silenzi politica  Fatto Quotidiano ',negative
AmaliaPepino,'RT @FrancoBechis Adesso @matteorenzi promette dopo Marino dream team Roma Dopo anni cos  pu prendere fondelli iI ',negative
mauneobux,'#News #Astronomia Dispetto Capitale lultimo regalo Marino  Messaggero Buona visione  )) ',negative
the_newstweets,'TGcom24  Roma lultima sfida Marino I Fori saranno solo pedonali ',negative
Grujic_Sergio,'RT @PediciniM5S Dopo Ignazio Marino avremo sindaco Cinque Stelle Roma (Claudio Amendola) ',negative
titticri,'RT @marielSiviglia prossimo sindaco Roma arrabbia x metropolitana @iostoconmarino @titticri @Rossa ',negative
iostoconmarino,'RT @VivienCattani @ignaziomarino ritiri dimissioni favore Firmate @iostoconmarino @Laspeziaxmarino ',negative
